source	target	target_id
AT1 Cell(Lung)	type I pneumocyte	CL:0002062
AT2 Cell(Lung)	type II pneumocyte	CL:0002063
Acinar cell(Pancreas)	pancreatic acinar cell	CL:0002064
Adipocyte(Fetal_Kidney)	fat cell	CL:0000136
Adipocyte(Neonatal-Skin)	fat cell	CL:0000136
Adipocyte (Neonatal-Muscle)	fat cell	CL:0000136
Alveolar bipotent progenitor(Lung)	pneumocyte	CL:0000322
Alveolar macrophage_Ear2 high(Lung)	alveolar macrophage	CL:0000583
Alveolar macrophage_Pclaf high(Lung)	alveolar macrophage	CL:0000583
Antral mucous cell (Stomach)	mucous cell of stomach	CL:0002180
Astrocyte_Atp1b2 high(Brain)	astrocyte	CL:0000127
Astrocyte_Mfe8 high(Brain)	astrocyte	CL:0000127
Astrocyte_Pla2g7 high(Brain)	astrocyte	CL:0000127
Astroglial cell(Bergman glia)(Brain)	Bergmann glial cell	CL:0000644
Atrial cardiomyocyte(Neonatal-Heart)	regular atrial cardiac myocyte	CL:0002129
Atrial cardiomyocyte_Acta2 high(Neonatal-Heart)	regular atrial cardiac myocyte	CL:0002129
B Cell(Lung)	B cell	CL:0000236
B cell(Bone-Marrow_c-kit)	B cell	CL:0000236
B cell(Kidney)	B cell	CL:0000236
B cell(Neonatal-Muscle)	B cell	CL:0000236
B cell(Neonatal-Rib)	B cell	CL:0000236
B cell(Pancreas)	B cell	CL:0000236
B cell(Thymus)	B cell	CL:0000236
B cell(Uterus)	B cell	CL:0000236
B cell_Cd79a&Fcer2a high(Mammary-Gland-Virgin)	B cell	CL:0000236
B cell_Cd79a&Iglc2 high(Mammary-Gland-Virgin)	B cell	CL:0000236
B cell_Fcmr high(Liver)	B cell	CL:0000236
B cell_Igha high(Peripheral_Blood)	B cell	CL:0000236
B cell_Ighd high(Small-Intestine)	B cell	CL:0000236
B cell_Igkc high(Bone-Marrow)	B cell	CL:0000236
B cell_Igkv12-46 high(Small-Intestine)	B cell	CL:0000236
B cell_Jchain high(Liver)	B cell	CL:0000236
B cell_Jchain high(Mammary-Gland-Virgin)	B cell	CL:0000236
B cell_Jchain high(Muscle)	B cell	CL:0000236
B cell_Jchain high(Small-Intestine)	B cell	CL:0000236
B cell_Ly6d high(Peripheral_Blood)	B cell	CL:0000236
B cell_Ms4a1 high(Small-Intestine)	B cell	CL:0000236
B cell_Rps27rt high(Peripheral_Blood)	B cell	CL:0000236
B cell_Vpreb3 high(Muscle)	B cell	CL:0000236
B cell_Vpreb3 high(Peripheral_Blood)	B cell	CL:0000236
Basal epithelial cell(Bladder)	bladder urothelial cell	CL:1001428
Basophil(Bone-Marrow_c-kit)	basophil	CL:0000767
Basophil(Lung)	basophil	CL:0000767
Basophil_Prss34 high(Peripheral_Blood)	basophil	CL:0000767
Brown adipose tissue(Neonatal-Muscle)	brown fat cell	CL:0000449
Brown adipose tissue_Cidea high(Neonatal-Skin)	brown fat cell	CL:0000449
Brown adipose tissue_Cox8b high(Neonatal-Skin)	brown fat cell	CL:0000449
Brown adipose tissue_mt-Nd5 high(Neonatal-Skin)	brown fat cell	CL:0000449
Cardiac muscle cell(Neonatal-Heart)	cardiac muscle cell	CL:0000746
Cartilage cell_Clu high(Neonatal-Rib)	chondrocyte	CL:0000138
Cartilage cell_Col2a1 high(Neonatal-Rib)	chondrocyte	CL:0000138
Cartilage cell_Cxcl14 high(Neonatal-Rib)	chondrocyte	CL:0000138
Cartilage cell_Ppa1 high(Neonatal-Rib)	chondrocyte	CL:0000138
Cartilage cell_Prg4 high(Neonatal-Rib)	chondrocyte	CL:0000138
Cell in cell cycle(Fetal_Kidney)	UNKNOWN	UNKNOWN
Chondrocyte(Neonatal-Muscle)	chondrocyte	CL:0000138
Ciliated cell(Lung)	ciliated cell	CL:0000064
Clara Cell(Lung)	club cell	CL:0000158
Columnar epithelium(Small-Intestine)	epithelial cell	CL:0000066
Conventional dendritic cell_Gngt2 high(Lung)	conventional dendritic cell	CL:0000990
Conventional dendritic cell_H2-M2 high(Lung)	conventional dendritic cell	CL:0000990
Conventional dendritic cell_Mgl2 high(Lung)	conventional dendritic cell	CL:0000990
Conventional dendritic cell_Tubb5 high(Lung)	conventional dendritic cell	CL:0000990
Cumulus cell_Car14 high(Ovary)	cumulus cell	CL:0000711
Cumulus cell_Nupr1 high(Ovary)	cumulus cell	CL:0000711
Cumulus cell_Ube2c high(Ovary)	cumulus cell	CL:0000711
DPT cell(Thymus)	double-positive, alpha-beta thymocyte	CL:0000809
Dendritic cell(Muscle)	dendritic cell	CL:0000451
Dendritic cell(Neonatal-Heart)	dendritic cell	CL:0000451
Dendritic cell(Neonatal-Muscle)	dendritic cell	CL:0000451
Dendritic cell(Prostate)	dendritic cell	CL:0000451
Dendritic cell(Stomach)	dendritic cell	CL:0000451
Dendritic cell(Uterus)	dendritic cell	CL:0000451
Dendritic cell_Ccr7 high(Kidney)	dendritic cell	CL:0000451
Dendritic cell_Cd74 high(Bladder)	dendritic cell	CL:0000451
Dendritic cell_Cst3 high(Kidney)	dendritic cell	CL:0000451
Dendritic cell_Cst3 high(Liver)	dendritic cell	CL:0000451
Dendritic cell_Cst3 high(Mammary-Gland-Virgin)	dendritic cell	CL:0000451
Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)	dendritic cell	CL:0000451
Dendritic cell_H2-Eb1 high(Bone-Marrow)	dendritic cell	CL:0000451
